trace_path,ignore_obj_size,cache_size,miss_ratio,n_req,n_promoted
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00245207,168638964,222664
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228063,168638964,157474
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228244,168638964,177451
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228277,168638964,176956
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228285,168638964,151139
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228285,168638964,176949
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228287,168638964,176893
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228295,168638964,151100
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228288,168638964,176927
"msr_prxy_1.oracleGeneral.zst",0,3143,0.0022829,168638964,176903
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228296,168638964,151109
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228291,168638964,176894
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228291,168638964,176902
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228298,168638964,151103
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228291,168638964,176891
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228292,168638964,176907
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228298,168638964,151094
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228298,168638964,176878
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228297,168638964,176886
"msr_prxy_1.oracleGeneral.zst",0,3143,0.00228304,168638964,164035
